12551, 86, 149, 150
5640, 8, 44, 145
1863, 48, 13, 121
8063, 27, 69, 103
2184, 46, 16, 32
7184, 77, 59, 151
4928, 60, 38, 86
10477, 52, 101, 136
3713, 46, 27, 171
5619, 51, 44, 119
2305, 7, 16, 177
6458, 65, 52, 131
8108, 75, 69, 156
958, 60, 6, 162
7018, 13, 57, 178
65, 38, 0, 84
1352, 97, 9, 155
5142, 28, 40, 75
9958, 32, 93, 119
3411, 60, 25, 105
5966, 95, 47, 142
10952, 84, 109, 134
8669, 40, 76, 123
5275, 27, 41, 108
939, 94, 6, 138
7522, 93, 63, 98
2687, 64, 19, 156
6142, 72, 49, 110
4893, 54, 38, 49
4378, 21, 33, 114
8500, 25, 74, 122
4788, 87, 37, 53
7524, 6, 63, 100
7342, 25, 61, 115
4902, 68, 38, 59
7032, 78, 58, 77
1765, 13, 12, 171
4358, 42, 33, 90
4925, 24, 38, 83
6285, 59, 50, 171
3902, 13, 29, 113
3271, 98, 24, 82
12708, 100, 156, 168
1505, 53, 11, 13
1398, 36, 10, 46
1676, 27, 12, 68
3111, 64, 23, 45
11535, 76, 120, 138
3420, 49, 25, 115
414, 44, 2, 173
7828, 38, 66, 144
2853, 23, 21, 37
9978, 10, 93, 144
8699, 46, 76, 164
9484, 8, 86, 144
948, 47, 6, 151
12248, 61, 138, 149
6917, 9, 57, 60
11648, 26, 122, 159
11391, 87, 117, 146
12381, 7, 142, 168
1789, 74, 13, 35
8613, 29, 75, 158
6921, 33, 57, 64
6415, 27, 52, 76
5684, 49, 45, 69
4345, 39, 33, 75
1433, 41, 10, 92
9621, 63, 88, 136
5997, 23, 47, 178
11943, 78, 129, 166
733, 73, 5, 59
7344, 80, 61, 117
4608, 93, 35, 123
3455, 8, 25, 159
1947, 56, 14, 63
7258, 41, 60, 126
8404, 37, 73, 109
11497, 89, 119, 153
12688, 64, 155, 167
797, 61, 5, 139
12341, 7, 141, 156
11650, 39, 122, 163
379, 51, 2, 127
11693, 10, 123, 162
5127, 55, 40, 59
231, 35, 1, 117
1690, 59, 12, 84
6327, 7, 51, 97
1995, 62, 14, 126
5460, 89, 43, 66
228, 21, 1, 114
5052, 72, 39, 104
2893, 87, 21, 85
4625, 54, 35, 143
6103, 70, 49, 59
11568, 55, 120, 176
7185, 5, 59, 154
11872, 40, 127, 175
6194, 11, 50, 54
10075, 42, 95, 101
4897, 57, 38, 54
10124, 14, 95, 163
1986, 87, 14, 114
7608, 57, 64, 91
10106, 49, 95, 140
11150, 81, 112, 169
2183, 96, 16, 31
10064, 78, 94, 169
2759, 57, 20, 80
4532, 31, 34, 170
9838, 79, 91, 139
8969, 73, 80, 87
1432, 55, 10, 91
4314, 87, 33, 42
1084, 13, 7, 157
9013, 25, 80, 143
11334, 2, 116, 137
5811, 90, 46, 89
6547, 98, 53, 115
2686, 87, 19, 155
3321, 46, 24, 142
6753, 21, 55, 112
10691, 66, 104, 171
8547, 14, 75, 78
4144, 71, 31, 119
3765, 55, 28, 91
3320, 37, 24, 141
6434, 62, 52, 102
6439, 84, 52, 109
3820, 85, 28, 159
247, 43, 1, 137
134, 86, 1, 3
7227, 57, 60, 86
11118, 96, 112, 134
7274, 43, 60, 143
9055, 68, 81, 95
3085, 82, 22, 170
10910, 51, 108, 153
1734, 64, 12, 136
7460, 17, 62, 134
9388, 22, 85, 125
11679, 6, 123, 147
1548, 47, 11, 69
10940, 5, 109, 120
763, 2, 5, 97
4903, 68, 38, 60
9003, 59, 80, 131
714, 40, 5, 36
2391, 71, 17, 121
1514, 25, 11, 26
3415, 87, 25, 109
2250, 25, 16, 108
12067, 56, 132, 171
10077, 98, 95, 104
7479, 21, 62, 160
9141, 72, 82, 95
11394, 83, 117, 150
7161, 73, 59, 123
8356, 47, 72, 153
8194, 71, 70, 159
9930, 31, 92, 173
11858, 61, 127, 160
1561, 34, 11, 85
9575, 80, 87, 165
3333, 98, 24, 159
5943, 77, 47, 115
9968, 86, 93, 131
900, 56, 6, 93
5385, 24, 42, 104
4905, 79, 38, 62
11926, 33, 129, 145
1644, 8, 12, 24
9941, 39, 93, 101
3404, 88, 25, 94
300, 89, 2, 30
1260, 17, 9, 32
3151, 68, 23, 88
3969, 29, 30, 50
6423, 36, 52, 86
10773, 41, 106, 127
8676, 47, 76, 133
12829, 1, 164, 167
9356, 37, 85, 90
11661, 71, 122, 178
8309, 77, 72, 86
7485, 93, 62, 166
10031, 95, 94, 126
7773, 30, 66, 80
2637, 8, 19, 99
2430, 20, 17, 173
6078, 98, 48, 150
12509, 95, 147, 154
11508, 71, 119, 166
7062, 47, 58, 113
7694, 48, 65, 96
7114, 55, 59, 65
4061, 95, 30, 170
3076, 46, 22, 157
6909, 34, 56, 174
7247, 40, 60, 112
4638, 14, 35, 159
9381, 16, 85, 118
6759, 17, 55, 120
7287, 95, 60, 161
11634, 6, 122, 141
9006, 89, 80, 135
9535, 9, 87, 115
3310, 93, 24, 129
7223, 12, 60, 82
6541, 94, 53, 107
628, 98, 4, 101
2097, 95, 15, 85
456, 100, 3, 53
2058, 54, 15, 37
11210, 7, 113, 174
5304, 59, 41, 142
8684, 93, 76, 143
5179, 29, 40, 120
4514, 82, 34, 150
2891, 92, 21, 82
10600, 56, 103, 138
7146, 20, 59, 103
9000, 78, 80, 127
8239, 67, 71, 107
8884, 69, 79, 80
3621, 59, 27, 60
10461, 57, 101, 112
4414, 32, 33, 160
5898, 40, 47, 61
7414, 46, 62, 80
9333, 49, 84, 152
6234, 24, 50, 109
11977, 46, 130, 158
3266, 70, 24, 72
12754, 44, 158, 176
2057, 25, 15, 36
1020, 72, 7, 79
1178, 61, 8, 102
4575, 61, 35, 82
11768, 65, 125, 147
2516, 24, 18, 111
3726, 48, 28, 34
9222, 92, 83, 98
602, 59, 4, 71
4524, 70, 34, 161
5769, 63, 45, 167
1879, 96, 13, 140
9191, 84, 82, 156
2964, 27, 21, 174
3129, 9, 23, 65
12753, 72, 158, 175
11133, 10, 112, 152
3900, 48, 29, 111
1127, 19, 8, 36
11217, 68, 114, 118
8244, 90, 71, 113
11576, 17, 121, 131
3655, 34, 27, 99
2738, 7, 20, 56
3164, 26, 23, 105
12749, 40, 158, 170
12902, 86, 171, 177
5870, 28, 46, 155
3967, 92, 30, 47
8362, 6, 72, 160
500, 82, 3, 119
1198, 91, 8, 128
2737, 23, 20, 55
4202, 65, 32, 42
6010, 4, 48, 62
9526, 89, 87, 103
7994, 10, 68, 128
2945, 34, 21, 152
2190, 92, 16, 40
6903, 69, 56, 167
5480, 17, 43, 90
6733, 64, 55, 91
7256, 95, 60, 123
9778, 74, 90, 150
10135, 33, 95, 174
2411, 77, 17, 149
1976, 63, 14, 101
2483, 29, 18, 75
4452, 92, 34, 68
1165, 78, 8, 85
5267, 91, 41, 99
11667, 19, 123, 131
7465, 45, 62, 142
891, 28, 6, 82
6716, 59, 55, 70
1232, 100, 8, 169
4981, 52, 38, 152
12171, 2, 135, 172
10731, 77, 105, 147
11091, 18, 111, 166
10190, 77, 96, 162
11099, 65, 111, 179
787, 51, 5, 127
9600, 44, 88, 106
1332, 35, 9, 124
4023, 58, 30, 115
4152, 57, 31, 130
8231, 62, 71, 97
6792, 87, 55, 155
12638, 37, 152, 177
395, 97, 2, 148
2461, 14, 18, 52
10550, 63, 102, 152
667, 13, 4, 152
6143, 8, 49, 111
6227, 97, 50, 101
1918, 25, 14, 26
9826, 75, 91, 126
12475, 19, 145, 173
2375, 92, 17, 102
10624, 58, 103, 167
9343, 50, 84, 163
10537, 60, 102, 134
9274, 28, 83, 165
4584, 47, 35, 92
6157, 56, 49, 131
1940, 88, 14, 55
1388, 67, 10, 32
3447, 67, 25, 149
8449, 1, 73, 167
8040, 46, 69, 74
1045, 30, 7, 109
6314, 48, 51, 82
7701, 79, 65, 104
9604, 78, 88, 112
8735, 20, 77, 103
7959, 7, 68, 85
5324, 52, 41, 166
2381, 75, 17, 110
1023, 83, 7, 82
6510, 8, 53, 63
4706, 37, 36, 98
924, 9, 6, 120
2110, 16, 15, 100
2750, 22, 20, 69
6172, 55, 49, 149
11157, 92, 112, 176
8915, 13, 79, 117
609, 73, 4, 80
1002, 78, 7, 53
9487, 22, 86, 147
9472, 96, 86, 130
4900, 91, 38, 57
217, 66, 1, 97
9101, 22, 81, 146
1664, 23, 12, 55
8942, 91, 79, 152
11554, 20, 120, 160
2465, 38, 18, 56
3424, 59, 25, 119
10591, 79, 103, 127
7861, 28, 67, 75
11522, 94, 120, 124
2672, 50, 19, 137
6855, 76, 56, 106
12839, 97, 165, 166
5663, 34, 44, 174
8585, 30, 75, 122
11703, 22, 123, 175
9565, 66, 87, 154
4160, 90, 31, 140
7782, 73, 66, 90
8388, 66, 73, 85
576, 29, 4, 35
7745, 64, 65, 164
11946, 38, 129, 170
6694, 71, 54, 169
2127, 27, 15, 121
7411, 43, 62, 77
12365, 96, 142, 150
12606, 5, 151, 165
3747, 32, 28, 69
7564, 73, 63, 151
12643, 8, 153, 157
8069, 37, 69, 110
10056, 16, 94, 158
10676, 99, 104, 153
8367, 39, 72, 165
4377, 36, 33, 113
7192, 86, 59, 163
5691, 63, 45, 78
7595, 6, 64, 75
8529, 7, 74, 159
12098, 9, 133, 166
9491, 87, 86, 151
6822, 73, 56, 68
6259, 54, 50, 143
4397, 35, 33, 139
2187, 8, 16, 35
6224, 50, 50, 97
9142, 5, 82, 96
5188, 43, 40, 130
1658, 65, 12, 45
5632, 5, 44, 135
1820, 98, 13, 73
5139, 98, 40, 72
6743, 15, 55, 102
11735, 4, 124, 156
8089, 35, 69, 136
2414, 83, 17, 152
9047, 8, 81, 85
3082, 30, 22, 166
12134, 49, 134, 169
804, 92, 5, 146
281, 57, 2, 5
8415, 17, 73, 122
11345, 74, 116, 149
2792, 79, 20, 116
294, 84, 2, 24
12315, 97, 140, 156
3105, 81, 23, 39
7597, 35, 64, 77
11406, 39, 117, 164
11995, 81, 131, 134
6390, 57, 51, 171
1566, 100, 11, 93
3438, 49, 25, 137
10567, 26, 102, 175
5633, 77, 44, 137
8138, 99, 70, 87
12418, 48, 143, 178
4037, 16, 30, 134
7685, 92, 65, 85
984, 91, 7, 30
6596, 46, 53, 173
8944, 10, 79, 155
5707, 55, 45, 97
6067, 73, 48, 137
8073, 64, 69, 116
4516, 70, 34, 152
6233, 73, 50, 108
4376, 96, 33, 111
4771, 50, 36, 171
3425, 3, 25, 122
1681, 93, 12, 74
10204, 69, 97, 103
1638, 53, 12, 16
10972, 36, 109, 157
12391, 3, 143, 144
8769, 90, 77, 145
3730, 63, 28, 39
9387, 66, 85, 124
6839, 95, 56, 89
9814, 32, 91, 112
11502, 58, 119, 158
8774, 77, 77, 151
4787, 66, 37, 52
8842, 77, 78, 130
2424, 72, 17, 167
5302, 1, 41, 140
8071, 26, 69, 112
5513, 14, 43, 129
3550, 28, 26, 127
3048, 56, 22, 119
1700, 48, 12, 95
10431, 88, 100, 150
6529, 5, 53, 89
10163, 22, 96, 122
4083, 90, 31, 46
12215, 38, 136, 179
4009, 84, 30, 99
2681, 38, 19, 148
2895, 76, 21, 87
5903, 7, 47, 68
4257, 7, 32, 110
4278, 72, 32, 140
12593, 91, 150, 174
10049, 58, 94, 149
1673, 68, 12, 65
8846, 30, 78, 134
1076, 2, 7, 146
8408, 3, 73, 115
10140, 75, 95, 179
5989, 55, 47, 170
9683, 43, 89, 126
7616, 38, 64, 101
2553, 64, 18, 160
7139, 49, 59, 95
813, 50, 5, 156
8444, 28, 73, 160
840, 35, 6, 17
10979, 96, 109, 167
3710, 59, 27, 166
8046, 27, 69, 80
11874, 15, 127, 178
4277, 23, 32, 138
7255, 25, 60, 122
3960, 84, 30, 38
7904, 24, 67, 129
5269, 38, 41, 101
11644, 67, 122, 155
12662, 34, 154, 158
2984, 77, 22, 40
11837, 9, 127, 135
3476, 50, 26, 34
5760, 89, 45, 155
9420, 80, 85, 161
5893, 92, 47, 54
4269, 73, 32, 125
8113, 37, 69, 165
5987, 88, 47, 168
5535, 39, 43, 157
7759, 75, 65, 179
2816, 35, 20, 148
2484, 50, 18, 76
9417, 30, 85, 158
1859, 92, 13, 116
3521, 91, 26, 90
2076, 71, 15, 57
3107, 78, 23, 41
9224, 28, 83, 100
9474, 24, 86, 132
3314, 19, 24, 134
11766, 95, 125, 145
6525, 33, 53, 85
6794, 8, 55, 157
9973, 17, 93, 137
12115, 64, 134, 144
6946, 86, 57, 91
5125, 82, 40, 57
11996, 23, 131, 135
12402, 51, 143, 159
335, 90, 2, 71
3027, 72, 22, 91
481, 71, 3, 92
6953, 61, 57, 99
8946, 20, 79, 157
3822, 20, 28, 162
1889, 81, 13, 153
3767, 6, 28, 94
326, 83, 2, 61
4510, 66, 34, 146
10962, 18, 109, 144
8568, 22, 75, 104
3135, 54, 23, 71
7177, 35, 59, 141
12377, 23, 142, 164
158, 49, 1, 28
8595, 15, 75, 136
11511, 72, 119, 169
1571, 27, 11, 102
11760, 54, 125, 137
653, 98, 4, 136
2773, 35, 20, 96
11609, 66, 121, 169
5720, 9, 45, 110
5230, 85, 41, 51
2982, 40, 22, 38
11713, 81, 124, 132
495, 54, 3, 111
2396, 58, 17, 126
3096, 43, 23, 26
5787, 1, 46, 57
2986, 21, 22, 42
9833, 12, 91, 134
12260, 34, 138, 164
8056, 41, 69, 93
9020, 16, 80, 151
1757, 18, 12, 162
7981, 25, 68, 112
11698, 90, 123, 170
10703, 20, 105, 110
71, 96, 0, 92
4423, 49, 33, 174
8358, 37, 72, 155
1055, 83, 7, 120
12127, 87, 134, 161
5328, 43, 41, 170
1696, 49, 12, 90
4555, 53, 35, 56
11293, 48, 115, 147
3344, 3, 24, 171
6483, 61, 52, 159
11527, 60, 120, 129
6158, 34, 49, 132
6658, 6, 54, 125
11421, 68, 118, 121
5334, 40, 41, 176
5550, 55, 43, 172
10672, 5, 104, 147
3743, 17, 28, 61
7596, 21, 64, 76
2362, 20, 17, 86
8609, 24, 75, 154
887, 99, 6, 77
11365, 57, 116, 175
