10966, 18, 92, 18
12565, 14, 105, 70
12997, 52, 109, 26
6717, 43, 56, 53
2989, 67, 25, 14
7796, 57, 65, 61
13198, 67, 110, 108
8967, 13, 75, 42
4748, 74, 39, 108
7130, 29, 59, 110
12415, 88, 104, 39
4185, 85, 35, 20
6585, 99, 55, 40
9128, 79, 76, 85
9319, 41, 78, 37
7743, 17, 65, 8
13818, 95, 116, 14
9645, 10, 81, 6
2760, 73, 23, 24
3759, 18, 31, 71
106, 13, 0, 107
8881, 44, 74, 76
3704, 15, 31, 15
3904, 68, 32, 97
10251, 10, 86, 17
9929, 65, 83, 52
642, 77, 5, 48
2236, 63, 18, 95
6870, 24, 57, 88
2925, 15, 24, 70
10407, 67, 87, 54
770, 55, 6, 57
2080, 56, 17, 58
5378, 91, 45, 23
6423, 99, 53, 117
12811, 90, 107, 78
6439, 35, 54, 13
11175, 62, 93, 109
4984, 53, 41, 106
12440, 82, 104, 64
572, 55, 4, 97
717, 98, 6, 3
6609, 84, 55, 65
4400, 74, 36, 117
10199, 59, 85, 84
13088, 71, 109, 118
10948, 15, 92, 0
11197, 13, 94, 11
10645, 27, 89, 54
12018, 40, 100, 119
1843, 80, 15, 59
4172, 69, 35, 7
7994, 36, 67, 21
9613, 85, 80, 94
2075, 92, 17, 53
610, 88, 5, 16
12691, 78, 106, 77
9033, 5, 75, 109
10141, 73, 85, 26
4839, 70, 40, 80
8232, 14, 69, 21
4447, 73, 37, 45
13786, 10, 115, 101
6261, 52, 52, 74
10462, 61, 87, 110
11615, 25, 97, 72
3543, 87, 29, 93
453, 63, 3, 97
6559, 27, 55, 14
75, 65, 0, 76
12453, 99, 104, 77
2662, 53, 22, 45
5111, 94, 42, 114
12054, 26, 101, 35
930, 48, 7, 98
4354, 70, 36, 71
8142, 64, 68, 50
8966, 58, 75, 41
236, 25, 1, 118
634, 39, 5, 40
9035, 31, 75, 111
8514, 55, 71, 65
4998, 71, 42, 0
8327, 27, 69, 117
5062, 42, 42, 65
9371, 64, 78, 90
9378, 9, 78, 97
13550, 24, 113, 103
12783, 51, 107, 50
10587, 28, 88, 116
11302, 16, 94, 117
13239, 7, 111, 30
11835, 89, 99, 54
419, 66, 3, 63
5932, 97, 49, 102
2586, 63, 21, 88
11786, 23, 99, 5
4635, 14, 38, 114
5678, 9, 47, 86
1833, 51, 15, 49
13805, 1, 116, 1
10286, 52, 86, 52
3336, 33, 28, 4
8545, 58, 71, 97
857, 61, 7, 25
11373, 30, 95, 68
6647, 60, 55, 103
